company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
Anthropic,OpenAI,may update this privacy policy from time to time. when we,may update this privacy policy from time to time. when we,privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Policy Change
DeepSeek,OpenAI,services. your consent when we ask for it to process your personal data for a specific purpose,services. your consent when we ask for it to process your personal data for a specific purpose,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Other
OpenAI,xAI,the right to request deletion of your personal,the right to request deletion of your personal information. the right to request deletion of your personal,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,"User Access, Edit and Deletion"
DeepSeek,OpenAI,for it to process your personal data for,for it to process your personal data for,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
OpenAI,xAI,"instagram, facebook, medium, x, youtube and linkedin. when","instagram, facebook, medium, x, youtube and linkedin. when",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
ByteDance,xAI,your personal information we do not share your personal information with,your personal information we do not share your personal information with,privacy_policies/new_unique_text_PP/ByteDance_doubao_PP/20240529154215/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
Anthropic,DeepSeek,when we ask for it to process your,when we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services.your consent when we ask for it to process your,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,Other
Alibaba,Anthropic,"if you have any questions about this privacy policy, or have any questions, complaints or requests regarding your personal data, you can contact","if you have any questions about this privacy policy, or have any questions, complaints or requests regarding your personal data, you can contact",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/Anthropic_PP/20240304151321/privacy.txt,Other
Cohere,OpenAI,"communicate with you, including to send you information about our products and events communicate with you, including to send you information about our",communicate with you; including to send you information about our,privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20231114221748/privacy-policy.txt,Other
Anthropic,DeepSeek,"rights, you or an authorized agent may submit a request by emailing us at <EMAIL> . once we receive your request, we may verify it by requesting information sufficient to confirm your identity. you may also have the right to appeal requests that we deny by emailing <EMAIL>","rights, you or an authorized agent may submit a request by emailing us at <EMAIL> . after we receive your request, we may verify it by requesting information sufficient to confirm your identity or authority to exercise a right on behalf of someone else. you may also have the right to appeal requests that we deny by emailing <EMAIL>",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,Other
Anthropic,Cohere,if you have any questions or comments about,if you have any questions or comments about,privacy_policies/new_unique_text_PP/Anthropic_PP/20240607083447/privacy.txt,privacy_policies/new_unique_text_PP/Cohere_old_PP/20210530222620/privacy.txt,Other
Anthropic,xAI,we will collect your feedback (as defined in,we will collect your feedback (as defined in,privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230330164702/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
Anthropic,DeepSeek,"to exercise your rights, you or an authorized agent may submit a request by emailing us <EMAIL> . after we receive your request, we may verify it by requesting information sufficient to confirm your identity. you may also have the right to appeal requests that we deny by","to exercise your rights, you or an authorized agent may submit a request by emailing us at <EMAIL> . after we receive your request, we may verify it by requesting information sufficient to confirm your identity or authority to exercise a right on behalf of someone else. you may also have the right to appeal requests that we deny by",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,Other
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests through <EMAIL> and we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com or <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,"User Access, Edit and Deletion"
OpenAI,xAI,"social media information: we have pages on social media sites like instagram, facebook, medium, twitter, youtube and linkedin. when you interact with our social media pages, we will collect personal information that you elect to provide to us, such as your contact details (collectively, “social information”). in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity","social media information: we have pages on social media sites like instagram, facebook, medium, x, youtube, and linkedin. when you interact with our social media pages, we collect personal information that you choose to provide to us. in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250710000000/privacy-policy.txt,Third Party Sharing/Collection
OpenAI,xAI,"details about our use of cookies, please read","details about our use of cookies, please read",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,First-party Data Collection
Cohere,OpenAI,"following circumstances, as described above: vendors, service providers","following circumstances, as described above:vendors, service providers",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Third Party Sharing/Collection
