case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
360cfcf06b797a94152f2ed14e17650449724d2f,2,DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests through <EMAIL> and we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com⁠(opens in a new window) or to <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models",DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,OpenAI_PP\20241203173911\privacy-policy.txt,User Access/Edit/Deletion
36484b32c6d9738aaa64a4bbed1cf4b2c74e61b3,3,AI21,OpenAI,with legal obligations and to protect the rights,with legal obligations and to protect the rights,AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
36ce628de8e4601b5f6f106a2174d3600dd15fa8,6,Anthropic,xAI,a correction request and we will make every,a correction request and we will make every,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
370bfd40c3b8ddb734b2c4cc5a625644ff40f6d9,21,Alibaba,xAI,how to contact us if you have any,how to contact us if you have any,Alibaba_old_PP\20250120114200\Qwen.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
3752f9779bab30561549965d567d143084dda9bd,4,Anthropic,OpenAI,"communication information:if you communicate with us, we collect your name, contact information, and the contents of any messages you send. communication information: personal","communication information: if you communicate with us, we may collect your name, contact information, and the contents of any messages you send (“communication information”). personal",Anthropic_PP\20240304151321\privacy.txt,OpenAI_PP\20230227230602\privacy-policy.txt,First-party Data Collection
3792dc4cfb214771b67eb352e5bd21e3394a2dc7,21,OpenAI,xAI,"on social media sites, we may collect personal","on social media sites, we may collect personal",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,First-party Data Collection
38233d08f9c06fa8f75f332f9cdd03bac50172af,3,Alibaba,OpenAI,"of our services, and to protect the security","of our services, and to protect the security of our systems and services to prevent fraud, criminal activity, or misuses of our services, and to protect the security",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
387836cd3fe6ca9c7a97bf5cb2c204ebf7ba23b4,15,Anthropic,OpenAI,"perform a contract with you, such as processing","perform a contract with you, such as processing",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
391448df283633aaf70d6ed4013998b69d37cf2b,24,Alibaba,OpenAI,"activity, or misuses of our services, and to protect the security of our","activity, or misuses of our services, and to protect the security of our",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Security
392eb97ea0450f3413e38d94aca3c1b694aa287e,5,ByteDance,Cohere,any questions or comments about this privacy policy or,any questions or comments about this privacy policy or,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,Cohere_old_PP\20210530222620\privacy.txt,Other
393ca98e41e007f7cab32cb85df9ae12dc7ff1e2,16,DeepSeek,OpenAI,"where required, we will use appropriate safeguards for transferring personal","where required, we will use appropriate safeguards for transferring personal",DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Transfer
39abc7a1769375dc620a699c0b9d316bb6d149bb,2,ByteDance,xAI,service. we use your personal information to: provide,service: we use your personal information to provide and maintain our service (including to provide output in response to input). to provide and maintain our service: we use your personal information to provide,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
39fc096240e9f43ac5360be05c14a74c4df078d5,13,AI21,OpenAI,"outside of the <JURISDICTION> , <JURISDICTION> and the <JURISDICTION>","outside of the <JURISDICTION> , <JURISDICTION> , and the <JURISDICTION>",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,International & Special Audiences
3a1402a8ab1807b0da412e1fea8c532095a44f82,1,Anthropic,DeepSeek,"rights, you or an authorized agent may submit a request by emailing us at <EMAIL> . after we receive your request, we may verify it by requesting information sufficient to confirm your identity. you may also have the right to appeal requests that we deny by emailing <EMAIL>","rights, you or an authorized agent may submit a request by emailing us at <EMAIL> . after we receive your request, we may verify it by requesting information sufficient to confirm your identity or authority to exercise a right on behalf of someone else. you may also have the right to appeal requests that we deny by emailing <EMAIL>",Anthropic_old_PP\20230330164702\legal.txt,DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,Other
3a4dd3676900a89d980a54b70f3ba268d0b5b5d9,32,Anthropic,xAI,or those of a third party) and your,or those of a third party) and your,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
3a5f2e0e63d2e0fdf6375e0c3369174a7eb8dc49,40,Anthropic,DeepSeek,"users from illegal activities, inappropriate behavior or violations","users from illegal activities, inappropriate behavior or violations",Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
3ab137f2d195732bcf40a40cb7bfff16ef1d0014,72,OpenAI,xAI,"provide to us, such as your contact details","provide to us, such as your contact details",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
3ad18a1647d8798438069de6756ae67f4a20b5e2,2,AI21,OpenAI,for the purposes described in this privacy policy. this includes processing and storing your personal data in our facilities and servers in the <JURISDICTION> . while data protection law varies by country,"for the purposes described in this privacy policy on servers located in various jurisdictions, including processing and storing your personal data in our facilities and servers in the <JURISDICTION> . while data protection law varies by country",AI21_PP\20250729000000\index.txt,OpenAI_PP\20241203173911\privacy-policy.txt,International & Special Audiences
3b363a431000366816b85c32c6ecfcbb41333036,66,Anthropic,xAI,effort to correct this information—but due to,effort to correct this information — but due to,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
3bdbac580330442d29da8003084348aeafc633a8,4,AI21,Alibaba,we are not responsible for the privacy practices,we are not responsible for the privacy practices,AI21_PP\20250401190253\index.txt,Alibaba_PP\20250410000000\Qwen.txt,Other
3c0745cbd16d8871f768033be6b0235b9c14fd27,32,Anthropic,xAI,a third party) and your interests and rights,a third party) and your interests and rights,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
3c51238c8e845f24d0acff1a511abd81b9f5e84b,40,Anthropic,DeepSeek,"illegal activities, inappropriate behavior or violations of terms","illegal activities, inappropriate behavior or violations of terms",Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
3c73db79eda42a510763c5b8aa625fe5ddba8110,3,Alibaba,OpenAI,"legal obligations and to protect the rights, privacy","legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
3cb7edab0cdbe8ebc8cdd59ec1126a710992036f,44,Anthropic,xAI,certain exceptions. please note that we cannot guarantee,certain exceptions.please note that we cannot guarantee,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20250124023459\privacy-policy.txt,Other
3cc80621670e0f6e522ca2c5628286797dcd4491,10,Anthropic,DeepSeek,we ask for it to process your personal,we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal,Anthropic_PP\20241219083518\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
3ce607b92dbca758f73a881604de23255e106d4d,8,AI21,OpenAI,right to lodge a complaint with your local,right to lodge a complaint with your local,AI21_PP\20250729000000\index.txt,OpenAI_PP\20230314210410\privacy-policy.txt,Other
3d6804e6acb2d6be033751fff3c9d159e319aff8,3,Alibaba,OpenAI,"to protect the rights, privacy, safety, or property","to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy, safety, or property",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
3d798a32a1a66323cea6dbd6eafb643d79bbd30c,10,Anthropic,xAI,"subject to certain exceptions. please note that we cannot guarantee the factual accuracy of outputs. if outputs contain factually inaccurate personal data relating to you, you can submit a correction request and we will make a reasonable effort to correct this information—but due to the technical complexity of our large language models, it may not always be possible for us to do so","subject to certain exceptions.please note that we cannot guarantee the factual accuracy of output from our models. if output contains factually inaccurate personal information relating to you, you can submit a correction request and we will make every effort to correct this information — but due to the technical complexity of our models, it may not always be possible for us to do so",Anthropic_PP\20240304151321\privacy.txt,xAI_PP\20250103080755\privacy-policy.txt,User Access/Edit/Deletion
